coluna,cardinalidade_operacional,estrategia_pipe_contrato,classificacao_legado,tem_pipe,n_linhas_com_pipe,divergencia_legado_vs_contrato,risco,acao_recomendada
ponto_amostral (amostragem/registro),tecnico_midia,nao_inferir_sem_regra_explicita,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_manualmente
ponto_metro (amostragem/registro),tecnico_midia,nao_inferir_sem_regra_explicita,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_manualmente
**Encostam** na vareta: (amostragem/registro),select_multiple,tratar_como_conjunto_tokens,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
amostragem/registro/forma_serrapilheira,select_multiple,tratar_como_conjunto_tokens,pipe_residual_revisar,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
amostragem/registro/forma_vida_outros,select_multiple,tratar_como_conjunto_tokens,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
"Formas de vida de plantas <span style=""""""""color:red"""""""">nativas:</span> (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
A erva bromelioide observada é: (amostragem/registro),estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
Espécie ou nome popular (Erva bromelioide) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
A cactácea observada é: (amostragem/registro),ambiguo_indeterminado,diagnosticar_ambiguo_nao_forcar,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,diagnosticar_nao_migrar
Espécie ou nome popular (Cactácea) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
A orquídea observada é: (amostragem/registro),estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
Espécie ou nome popular (Orquídea) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Samambaia) (amostragem/registro),,diagnosticar_ambiguo_nao_forcar,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,diagnosticar_nao_migrar
amostragem/registro/forma_vida_nativa_samambaia_sp,texto_livre,preservar_texto_livre,pipe_permitido_texto_livre,FALSE,0,FALSE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Erva graminoide) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Erva não graminoide) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Arbusto tocando a vareta a uma altura inferior a 50cm) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Arbusto tocando a vareta a uma altura igual ou superior a 50cm) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Árvore com diâmetro do tronco menor que 5cm a 30cm do solo (D30)) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Árvore com diâmetro do tronco igual ou maior que 5cm a 30cm do solo (D30)) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Bambu) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Lianas) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Erva-de-passarinho) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Palmeira) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Espécie ou nome popular (Velósia) (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
Foto da forma de vida desconhecida de planta nativa: (amostragem/registro),tecnico_midia,nao_inferir_sem_regra_explicita,pipe_residual_tecnico_tolerado,FALSE,0,FALSE,baixo_ou_sem_pipe,revisar_manualmente
amostragem/registro/foto_forma_vida_nativa_desconhecida02,tecnico_midia,nao_inferir_sem_regra_explicita,pipe_residual_tecnico_tolerado,FALSE,0,FALSE,baixo_ou_sem_pipe,revisar_manualmente
amostragem/registro/foto_forma_vida_nativa_desconhecida03,tecnico_midia,nao_inferir_sem_regra_explicita,pipe_residual_tecnico_tolerado,FALSE,0,FALSE,baixo_ou_sem_pipe,revisar_manualmente
"Formas de vida de plantas <span style=""""""""color:red"""""""">exóticas:</span> (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
A erva bromelioide observada é: (amostragem/registro).1,estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
A cactácea observada é: (amostragem/registro).1,estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
A orquídea observada é: (amostragem/registro).1,estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
amostragem/registro/forma_vida_exotica_samambaia,estruturado_condicional_esparso,resolver_por_elegibilidade_relevance_necessaria,pipe_residual_operacional,FALSE,0,TRUE,baixo_ou_sem_pipe,aguardar_contexto_relevance_antes_de_migrar
"**Espécies** de <span style=""""""""color:red""""""""> graminóides exóticas:</span> (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de erva graminoide exótica: (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> ervas não graminóides exóticas:</span> (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de erva não graminoide exótica: (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> arbustos exóticos</span> tocando a vareta a uma altura inferior a 50cm: (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de arbusto exótico tocando a vareta a uma altura inferior a 50cm: (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> arbustos exóticos</span> tocando a vareta a uma altura igual ou superior a 50cm: (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de arbusto exótico tocando a vareta a uma igual ou superior a 50cm: (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> árvores exóticas</span> com diâmetro do tronco menor que 5cm a 30cm do solo (D30): (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de árvore exótica com diâmetro do tronco menor que 5cm a 30cm do solo (D30): (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> árvores exóticas</span> com diâmetro do tronco igual ou maior que 5cm a 30 cm do solo(D30): (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
Outra espécie de árvore exótica com diâmetro do tronco igual ou maior que 5cm a 30 cm do solo(D30): (amostragem/registro),texto_livre,preservar_texto_livre,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,seguro_preservar_como_esta
"**Espécies** de <span style=""""""""color:red""""""""> bambus exóticos:</span> (amostragem/registro)",select_multiple,tratar_como_conjunto_tokens,pipe_indeterminado,FALSE,0,TRUE,baixo_ou_sem_pipe,revisar_antes_de_migrar_tratar_como_conjunto
